Link,Description,ASIN,Product Description,Manufacturer
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0OTA0NDAyODY5MjE5NzI6MTY4NTAyMjY3NTpzcF9idGY6MjAxMTY4NzkxNzE4OTg6OjA6Og&url=%2FRed-Lemon-Polyester-15-6-inch-Waterproof%2Fdp%2FB07XYY2FW4%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685022675%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,[],B0B7X8BYQJ,[],Designed By Mokobara Lifestyle Private Limited
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTE3OTM2NzIwMTU3MzoxNjg1MDIyNjg5OnNwX2F0Zl9uZXh0OjIwMTU5NzI5MjM4Mzk4OjowOjo&url=%2FRASHKI-Overnighter-Backpack-Laptop-leather%2Fdp%2FB0BW8T473B%2Fref%3Dsr_1_33_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685022689%26sprefix%3Dba%252Caps%252C283%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,[],B0BW8T473B,[],Designed By Mokobara Lifestyle Private Limited
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTE3OTM2NzIwMTU3MzoxNjg1MDIyNjg5OnNwX2F0Zl9uZXh0OjIwMTEwMTgxNTEwODk4OjowOjo&url=%2FMokobara-Backpack-litre-Brown-laptop%2Fdp%2FB095PC3QPV%2Fref%3Dsr_1_34_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685022689%26sprefix%3Dba%252Caps%252C283%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"['CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Tan, Water resistant: Yes. <br>', 'PADDED LAPTOP COMPARTMENT AND MAXED OUT STORAGE: Dimension: 29 x 14 x 41 cm, Capacity: 16L, Fits up to a 15.4� laptop <br>', 'MOST FEATURE RICH BACKPACK: Vegan leather trims, Padded shoulder straps, Easy length adjustment buckle & strap lock, Hidden expandable side water bottle pocket, Luggage sleeve <br>', 'HIDDEN MAGNETIC POCKET: Snaps close and stores your phone/passport for quick access; MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI) <br>', 'Warranty Description: 12 Months Warranty; Age Range Description: Adult; Compartment Description: Up To 16 Inches; Closure Type: Zipper; Pattern Name: Solid; Lining Description: Polyester; Color Name: Nice And Dusty <br>']",B095PC3QPV,"['Is Discontinued By Manufacturer :', 'No', 'Product Dimensions :', '41 x 29 x 14 cm; 800 Grams', 'Date First Available :', '13 January 2021', 'Manufacturer :', 'Designed By Mokobara Lifestyle Private Limited', 'ASIN :', 'B095PC3QPV', 'Item model number :', 'TSBPK12CND22001', 'Country of Origin :', 'China', 'Department :', 'unisex-adult', 'Manufacturer :', 'Designed By Mokobara Lifestyle Private Limited, Mokobara Lifestyle Private Limited, Bangalore. Customer Care: Email : hello@mokobara.com Contact no. 7975298840 (10:30AM - 5:30PM MON-FRI)', 'Packer :', 'Mokobara', 'Importer :', 'Mokobara', 'Item Weight :', '800 g', 'Item Dimensions LxWxH :', '41 x 29 x 14 Centimeters', 'Net Quantity :', '1.00 count', 'Generic Name :', 'The Backpack - Nice and Dusty', 'Best Sellers Rank:', 'Customer Reviews:']",No
https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1685022689&sprefix=ba%2Caps%2C283&sr=8-35,"['Adjustable Shoulder Handles / Two Bottle holders / Padded Top Handle / Reflector Logo', 'NOT INCLUDED: NO RAINCOVER, Headphone & Cable (Images only for display)', 'Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended)', 'Compartments: 2 with full padding; Front Easy-Access Pocket', 'Dimensions : L x W x H- 12 x 7 x 18 inches']",B07G3CG9FC,"['Product Dimensions :', '30.5 x 17.8 x 45.7 cm; 430 Grams', 'Date First Available :', '26 July 2018', 'Manufacturer :', 'ADISA', 'ASIN :', 'B07G3CG9FC', 'Item model number :', 'BP004', 'Country of Origin :', 'India', 'Department :', 'Men', 'Manufacturer :', 'ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com', 'Packer :', 'ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com', 'Item Weight :', '430 g', 'Item Dimensions LxWxH :', '30.5 x 17.8 x 45.7 Centimeters', 'Net Quantity :', '1.00 Unit', 'Included Components :', 'Laptop backpack only', 'Generic Name :', 'Laptop backpack', 'Best Sellers Rank:', 'Customer Reviews:']",ADISA
https://www.amazon.in/Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1685022689&sprefix=ba%2Caps%2C283&sr=8-36,"['100% Polyester, High Quality, Durable and Water Resistant Fabric', 'Front storage pocket keeps smaller items neatly organized and easy to access', 'Mesh pockets on both sides to accommodate your water bottle and umbrella', 'USB Charging Point to Charge On the Go - With our attached charging dock, now charing on the go is easier than before. Important Note: We do not provide Free Portable Charger with the Bag; 1-year International Warranty against manufacturing defects', 'Special Features: Lightweight; Closure Type: Zipper; Age Range Description: Adult']",B09B2581S9,"['Product Dimensions :', '32 x 46 x 16 cm; 350 Grams', 'Date First Available :', '22 July 2021', 'Manufacturer :', 'Safari Industries', 'ASIN :', 'B09B2581S9', 'Item model number :', 'SNEAK19CBGRE', 'Country of Origin :', 'India', 'Department :', 'unisex-adult', 'Manufacturer :', 'Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059', 'Packer :', '302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059', 'Importer :', '302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059', 'Item Weight :', '350 g', 'Item Dimensions LxWxH :', '32 x 46 x 16 Centimeters', 'Generic Name :', 'USB Backpack', 'Best Sellers Rank:', 'Customer Reviews:']",Safari Industries
https://www.amazon.in/Gear-Colorado-Orange-Laptop-Backpack/dp/B097K6KD7W/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1685022689&sprefix=ba%2Caps%2C283&sr=8-37,"['2-main zippered compartment, one inside sleeve for laptop, a front pocket with an organizer.', 'One zippered front pocket, one mesh zippered pocket & two mesh pockets on both sides.', 'Thick padding anti-sweat breathable air mesh & adjustable padded shoulder straps.', 'World�s best Japanese brand YKK zippers and sliders.', 'Comes with the F Gear promise of quality and durability.']",B097K6KD7W,"['Product Dimensions :', '10 x 10 x 10 cm; 630 Grams', 'Date First Available :', '19 June 2021', 'Manufacturer :', 'Uber Fashion Merchandise Pvt Ltd', 'ASIN :', 'B097K6KD7W', 'Item model number :', '3814', 'Country of Origin :', 'India', 'Department :', 'unisex-adult', 'Manufacturer :', 'Uber Fashion Merchandise Pvt Ltd, Uber Fashion Merchandise Pvt Ltd 17G 46 3 1Flr 2Stage Yeshwantpur Bangalore560022 contact@fgear.in 9066161590', 'Packer :', 'Uber Fashion Merchandise Pvt. Ltd. F Gear, Jindal Edifice, No 90/2, 3rd Main, 2nd Stage, Industrial Suburb, Yeshwantpur, Bengaluru, Karnataka 560350', 'Item Weight :', '630 g', 'Item Dimensions LxWxH :', '10 x 10 x 10 Centimeters', 'Generic Name :', 'Laptop Backpack', 'Best Sellers Rank:', 'Customer Reviews:']",Uber Fashion Merchandise Pvt Ltd
https://www.amazon.in/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_38?crid=2M096C61O4MLT&keywords=bags&qid=1685022689&sprefix=ba%2Caps%2C283&sr=8-38,[],B09CQ5T3LN,[],Uber Fashion Merchandise Pvt Ltd
https://www.amazon.in/F-Gear-Luxur-Brown-Backpack/dp/B01F7AX9ZA/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1685022689&sprefix=ba%2Caps%2C283&sr=8-39,"['Capacity: 25 liters, Weight: 800 grams, Dimensions: 31 x 18 x 44 cm (L x W x H)']",B01F7AX9ZA,"['Is Discontinued By Manufacturer :', 'No', 'Product Dimensions :', '31 x 18 x 44 cm; 720 Grams', 'Date First Available :', '15 September 2015', 'Manufacturer :', 'Uber Fashion Merchandise Pvt. Ltd.', 'ASIN :', 'B01F7AX9ZA', 'Item model number :', 'Uber061', 'Country of Origin :', 'India', 'Department :', 'unisex-adult', 'Manufacturer :', 'Uber Fashion Merchandise Pvt. Ltd., Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore � 560 022. INDIA Tel: 9066161590', 'Packer :', 'Uber Fashion Merchandise Pvt. Ltd. F Gear, Jindal Edifice, No 90/2, 3rd Main, 2nd Stage, Industrial Suburb, Yeshwantpur, Bengaluru, Karnataka 561657', 'Item Weight :', '720 g', 'Item Dimensions LxWxH :', '31 x 18 x 44 Centimeters', 'Net Quantity :', '1 count', 'Included Components :', 'Pack of 1 Backpack', 'Generic Name :', 'Laptop Backpack', 'Best Sellers Rank:', 'Customer Reviews:']",No
https://www.amazon.in/ADISA-Casual-Backpack-School-College/dp/B0BX3QFVSM/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1685022689&sprefix=ba%2Caps%2C283&sr=8-40,"['Material: Water Resistant Light-Weight Polyester', 'Compartments: 2 (padded) + 1 front easy-access pocket', 'Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended)', 'Dimensions: LxWxH- 31 x 20 x 47 cms', 'Adjustable Padded Shoulder straps / 2 Bottle holders / Padded Top-handle / Reflector Logo']",B0BX3QFVSM,"['Product Dimensions :', '30.5 x 17.8 x 45.7 cm; 430 Grams', 'Date First Available :', '28 February 2023', 'Manufacturer :', 'ADISA', 'ASIN :', 'B0BX3QFVSM', 'Item model number :', 'BP046', 'Country of Origin :', 'India', 'Department :', 'Men', 'Manufacturer :', 'ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com', 'Packer :', 'ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com', 'Item Weight :', '430 g', 'Item Dimensions LxWxH :', '30.5 x 17.8 x 45.7 Centimeters', 'Net Quantity :', '1 Piece', 'Included Components :', 'Laptop backpack only', 'Generic Name :', 'Laptop backpack', 'Best Sellers Rank:', 'Customer Reviews:']",ADISA
https://www.amazon.in/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_41?crid=2M096C61O4MLT&keywords=bags&qid=1685022689&sprefix=ba%2Caps%2C283&sr=8-41,[],B084ZHP97M,[],ADISA
https://www.amazon.in/School-school-partition-Collage-Backpack/dp/B09NNYCQ1Q/ref=sr_1_42?crid=2M096C61O4MLT&keywords=bags&qid=1685022689&sprefix=ba%2Caps%2C283&sr=8-42,"['Care Instructions: Hand Wash Only', 'Fit Type: Regular<br><br>', 'Fabric : Polyester, Stylish And Durable Backpack For Office School /College And Travel. Easily Accommodate A Laptop. Size: 40 Cm X 33 Cm X 25 Cm<br><br>', 'Adjustable Padded Shoulder Straps / 2 Bottle Holders / Duble stitching For Carry Havy books / Stylish look/Comfortable Shoulder starps; Padded Back Panel And Padded Shoulder Straps<br><br>', 'Suitable For : Casual Backpacks , Laptop Backpacks ,School Bags ,Office Backpacks ,College Bag ,Daypacks , Travel Backpack , Casual Bags, Backpacks , Bagpacks<br><br>', 'Color Name: Navy White; Closure Type: Zipper; Water Resistance Level: Waterproof; Age Range Description: Adult; Special Features: Laptop Compartment<br>']",B09NNYCQ1Q,"['Product Dimensions :', '25 x 33 x 40 cm; 690 Grams', 'Date First Available :', '15 December 2021', 'Manufacturer :', 'URBAN CARRIER', 'ASIN :', 'B09NNYCQ1Q', 'Item model number :', 'NW61', 'Country of Origin :', 'India', 'Department :', 'unisex-adult', 'Manufacturer :', 'URBAN CARRIER', 'Packer :', 'URBAN CARRIER', 'Item Weight :', '690 g', 'Item Dimensions LxWxH :', '25 x 33 x 40 Centimeters', 'Best Sellers Rank:', 'Customer Reviews:']",URBAN CARRIER
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTE3OTM2NzIwMTU3MzoxNjg1MDIyNjg5OnNwX210ZjoyMDE0NTg0NTE0NjY5ODo6MDo6&url=%2FHalf-Moon-Resiant-Backpack-Compartment%2Fdp%2FB0BYXNWNZ3%2Fref%3Dsr_1_43_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685022689%26sprefix%3Dba%252Caps%252C283%26sr%3D8-43-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"['Compatible With 15.6"""" Laptop : This Half Moon Vision laptop bag for men fits up to 15.6 inch laptop. Dimensions of office bag for men: 34cm x 15cm x 45.5cm; Weight: 453g.', 'High Quality, Durable and Water Repellent Fabric : This office bag for men / office bag for women features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items.', 'Convenient Travel : The Laptop backpack for men has an adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use.', 'Conveniently Placed Padded Laptop Compartments and Packets : The laptop bag for men has an padded interior that helps protect notebooks and important items. Quick access zippered front pocket for added storage. The laptop backpack for men has a quilted back panel which makes it comfortable for all-day use.', 'High Quality, Casual yet Stylish Design : The laptop bag for men is very attractive and perfect for school, travel and outdoor activities. The perfect office bag for men / office bag for women for those needing stylish all-day protection for their laptop.']",B0BYXNWNZ3,"['Product Dimensions :', '45.5 x 34 x 15 cm; 600 Grams', 'Date First Available :', '19 March 2023', 'Manufacturer :', 'Half_Moon', 'ASIN :', 'B0BYXNWNZ3', 'Item model number :', 'laptop bag', 'Country of Origin :', 'India', 'Department :', 'unisex-adult', 'Manufacturer :', 'Half_Moon', 'Item Weight :', '600 g', 'Item Dimensions LxWxH :', '45.5 x 34 x 15 Centimeters', 'Generic Name :', 'Backpack', 'Best Sellers Rank:', 'Customer Reviews:']",Half_Moon
https://www.amazon.in/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL66G55/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1685022689&sprefix=ba%2Caps%2C283&sr=8-45,"['?LOTS OF STORAGE SPACE&POCKETS- This travel backpack design with multi independent pockets for large storage and organization for small items. 2 spacious main multi compartments with many hidden pockets can accommodate lots of stuffs like college supplies, travel accessories, clothes, stationery, notebook, Mesh pockets at side for water bottle and compact umbrella make your items organized and easier to find.Ideal book bag backpack for high school boys perfectly.<br>', '?DIMENSION & DURABLE MATERIAL - Size of extra large backpack:18.89 x 12.0 x 2.99 (inches), perfect to throw under your seat on an airplane when you are traveling or on business trip.Separate padded laptop compartment fits most 15.5 inch laptop /Ipad/Computer.The business computer backpack made from high quality polyester fabric shockproof with high density nylon lining for better TEAR & WATER RESISTANT and heavy duty backpack.<br>', '?MULTIPURPOSE - At checkpoint, unfolds the travel backpack freely 90-180 degrees making you quickly through the airport security and keep items tidy, exclusive designed for airplane travel. The big backpack is perfect for indoor/outdoor activities. Served as a durable laptop backpack, large school backpack for Teen Boys/Girls, large laptop bag or spacious college backpack. Perfect travel gifts for men women who like international travel, camping, hiking and overnight trip.<br>', '?SECURE& SAFE - Durable Metal Zippers,protects wallet and other items inside from thief and offers a private space.So you never have to worry about someone stealing your laptop, ipad, business file, homework and anything value, keep you a nice peace of mind. Durable metal zippers close and open smoothly, ensure a secure and long-lasting usage everyday or weekend.;Age Range Description: Adult; Pocket Description: Utility Pocket; Pattern Name: Solid; Style Name: Classic<br>', '?BREATHABLE & COMFORTABLE - Padded and breathable mesh back panel of this Backpack design help for the air convection, ventilation and heat elimination. Comfortable wide breathable mesh shoulder straps with plentiful sponge pad help relieve the stress from your shoulder. Both sides of the shoulder strap with design, can hang sunglasses and other small pendants.Premium bookbags for men also school backpack for teen boys. And it is a Ideal gifts for men women.<br>']",B09QL66G55,"['Product Dimensions :', '8 x 34 x 30 cm; 450 Grams', 'Date First Available :', '17 January 2022', 'Manufacturer :', 'WildHorn', 'ASIN :', 'B09QL66G55', 'Item model number :', 'BP012', 'Country of Origin :', 'India', 'Department :', 'mens', 'Manufacturer :', 'WildHorn, ADL International, 61 B/H G.J. Khan Road, kolkata-700039, Contact: +91 9051643604', 'Packer :', 'ADL International, 61B G.J. Khan Road, Kolkata-700039, Contact: +91 9051643604', 'Item Weight :', '450 g', 'Item Dimensions LxWxH :', '8 x 34 x 30 Centimeters', 'Net Quantity :', '1.00 count', 'Generic Name :', 'Laptop Backpack', 'Best Sellers Rank:', 'Customer Reviews:']",WildHorn
https://www.amazon.in/Artistix-Backpack-Anti-Theft-Charging-Resistance/dp/B082PKX18C/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1685022689&sprefix=ba%2Caps%2C283&sr=8-46,"['Fit Type: Western', 'MATERIAL: High Density Nylon, Water Resistance. Dimension: L x W x H (46 x 30 x 14 cm). Capacity: 25 Litres. No. of compartment: 1', 'FRONT STASH POCKET for small book, documents, goggle, medicines etc. TROLLEY CASE for easy to carry. AIR MESH and PU FOAM- BACK PADDING give extreme comfort. Reflective in front for night safety.', 'USB CHARGING PORT. Extended out charging port allows you to charge your phone while you are on the move. With an attached charging dock, you may connect a portable power bank with ease. 12 Months Warranty']",B082PKX18C,"['Product Dimensions :', '46 x 30 x 14 cm; 499 Grams', 'Date First Available :', '19 January 2021', 'Manufacturer :', 'Durant International. Address : GIDC Lodhika, Rajkot-360021, Gujarat. Customer Care : 9809804990', 'ASIN :', 'B082PKX18C', 'Item model number :', 'Talon', 'Country of Origin :', 'India', 'Department :', 'unisex-adult', 'Manufacturer :', 'Durant International. Address : GIDC Lodhika, Rajkot-360021, Gujarat. Customer Care : 9809804990, Durant International Plot no. G-2613/2 GIDC lodhika, metoda, Rajkot 360021. Customer Care +91 9809804990', 'Packer :', 'Durant International Plot no. G-2613/2 GIDC lodhika, metoda, Rajkot 360021', 'Item Weight :', '499 g', 'Item Dimensions LxWxH :', '46 x 30 x 14 Centimeters', 'Best Sellers Rank:', 'Customer Reviews:']","Durant International. Address : GIDC Lodhika, Rajkot-360021, Gujarat. Customer Care : 9809804990"
https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1685022689&sprefix=ba%2Caps%2C283&sr=8-47,[],B082PKX18C,[],"Durant International. Address : GIDC Lodhika, Rajkot-360021, Gujarat. Customer Care : 9809804990"
https://www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QQZYN/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1685022689&sprefix=ba%2Caps%2C283&sr=8-48,"['Care Instructions: Machine Wash', 'Sleek, Stylish and Premium: Heavy duty ultra premium bag with exterior dimensions 44x29x15 cms. Made of Durable Polyester Fabric with Double zippers. sturdy durable, scratch resistant.; Multi Utility Bag: It is not only a student backpack, but also can be used as a business/work backpack, travelling, office, computer bag, hiking bag, daily bag and a lot more.', 'Storage Space: There is a separate laptop compartment inside the backpack that can hold upto 15.6 inches laptop. The internal packaging compartment and external pockets can hold daily necessities, keeping your items organized and easier to find.', 'Quick Storage: The front and side zipper pockets of the backpack are convenient for storing tablets, diaries, pens and pencils, smartphones, cards, change, etc. The side pockets of the backpack are convenient for storing compact umbrellas and other small items.']",B0BS6QQZYN,"['Product Dimensions :', '48 x 32 x 15 cm; 1 Kilograms', 'Date First Available :', '12 January 2023', 'Manufacturer :', 'SHABA BAGS', 'ASIN :', 'B0BS6QQZYN', 'Item model number :', 'DB01', 'Country of Origin :', 'India', 'Department :', 'unisex-adult', 'Manufacturer :', 'SHABA BAGS, SHABA BAGS 9354115195', 'Item Weight :', '1 kg', 'Item Dimensions LxWxH :', '48 x 32 x 15 Centimeters', 'Net Quantity :', '1.00 count', 'Best Sellers Rank:', 'Customer Reviews:']",SHABA BAGS
https://www.amazon.in/TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1685022689&sprefix=ba%2Caps%2C283&sr=8-49,"['Care Instructions: Wipe with Dry Cloth', 'Care Instructions: Wipe with Dry Cloth', 'PREMIUM MATERIAL: Made from high quality, Premium quality smooth zippers, pullers, buckles.', 'Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.', 'USB FEATURE : External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices.']",B0BYB631NR,"['Product Dimensions :', '10 x 20 x 30 cm; 450 Grams', 'Date First Available :', '13 March 2023', 'Manufacturer :', 'Rama luxury store', 'ASIN :', 'B0BYB631NR', 'Item model number :', 'Epower_grey', 'Country of Origin :', 'India', 'Department :', 'unisex-adult', 'Manufacturer :', 'Rama luxury store', 'Item Weight :', '450 g', 'Item Dimensions LxWxH :', '10 x 20 x 30 Centimeters', 'Best Sellers Rank:', 'Customer Reviews:']",Rama luxury store
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07NJRPJ6Q/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1685022689&sprefix=ba%2Caps%2C283&sr=8-50,[],B0BYB631NR,[],Rama luxury store
https://www.amazon.in/Half-Moon-Backpack-Spacious-Multiple/dp/B0C241FLW2/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1685022689&sprefix=ba%2Caps%2C283&sr=8-51,"['This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17""), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.', ""Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days."", 'Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.', ""Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less."", 'FEATURES: 15.6 inch Laptop compartment, Internal Organiser, Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, etc']",B0C241FLW2,"['Product Dimensions :', '45 x 33 x 25 cm; 450 Grams', 'Date First Available :', '11 April 2023', 'Manufacturer :', 'Half_Moon', 'ASIN :', 'B0C241FLW2', 'Item model number :', 'Aztec35_MT', 'Country of Origin :', 'India', 'Department :', 'unisex-adult', 'Manufacturer :', 'Half_Moon', 'Item Weight :', '450 g', 'Item Dimensions LxWxH :', '45 x 33 x 25 Centimeters', 'Best Sellers Rank:', 'Customer Reviews:']",Half_Moon
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVCBFM7/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1685022689&sprefix=ba%2Caps%2C283&sr=8-52,"['Material: Water Resistant Strong Polyester', 'Compartments: 2 with padding', 'Laptop Size: 15.6 inch and below', 'Dimensions: LxWxH - 11 x 6 x 18 inches', 'Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover']",B0BPVCBFM7,"['Product Dimensions :', '15.5 x 28 x 46 cm; 650 Grams', 'Date First Available :', '12 December 2022', 'Manufacturer :', 'ADISA', 'ASIN :', 'B0BPVCBFM7', 'Item model number :', 'BP043', 'Country of Origin :', 'India', 'Department :', 'Men', 'Manufacturer :', 'ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com', 'Packer :', 'ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com', 'Item Weight :', '650 g', 'Item Dimensions LxWxH :', '15.5 x 28 x 46 Centimeters', 'Net Quantity :', '1 Piece', 'Included Components :', 'Laptop backpack and Rain Cover', 'Generic Name :', 'Laptop backpack', 'Best Sellers Rank:', 'Customer Reviews:']",ADISA
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTE3OTM2NzIwMTU3MzoxNjg1MDIyNjg5OnNwX2J0ZjoyMDA2Mzc4NDQ1ODM5ODo6MDo6&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B69M182Q%2Fref%3Dsr_1_53_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685022689%26sprefix%3Dba%252Caps%252C283%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,['Handcrafted with care and made up of premium quality robust material'],B0B69M182Q,"['Product Dimensions :', '28.2 x 14.1 x 42.2 cm; 5.02 Grams', 'Date First Available :', '11 July 2022', 'Manufacturer :', 'Acefour Accessories Pvt. Ltd.', 'ASIN :', 'B0B69M182Q', 'Item model number :', '2300EBP1GRN', 'Country of Origin :', 'India', 'Department :', 'unisex-adult', 'Manufacturer :', 'Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800', 'Item Weight :', '5.02 g', 'Item Dimensions LxWxH :', '28.2 x 14.1 x 42.2 Centimeters', 'Net Quantity :', '1.00 count', 'Best Sellers Rank:', 'Customer Reviews:']",Acefour Accessories Pvt. Ltd.
